COMPOUND,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,nRotB,MLogP,nAtomLAC,nAtomP,nAtomLC,nB,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings6,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,VABC,TopoPSA,topoShape,PetitjeanNumber,MDEC.12,MDEC.13,MDEC.22,MDEC.23,MDEC.33,MDEO.11,khs.sCH3,khs.ssCH2,khs.aaCH,khs.sssCH,khs.dssC,khs.aasC,khs.sOH,khs.dO,khs.ssO,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.5,VC.3,VC.5,SCH.6,SCH.7,VCH.6,VCH.7,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,label
GPS001758,11.692996060173,31.9744513897327,-0.391629883935452,0.424963867936135,4.33742557577281,10.9172893943582,0.33333333,1.518,382.44129,7,2.45,3,19,3,30,45,16,16,2.7885,7.77573225,102.9987,4,3,4,3,1,0.34256147,146,1982,39,54.799501,2.029611,27.016417,4.974937,18.977951,5.906891,316.100257563723,130.9,0.875,0.4666667,2.2019492,2.90255788,4.8023591,14.6450507,8.81832656,0.125,2,2,4,1,2,6,0,2,0,20.28,8.788534,4.9507438,0.33333333,1602.09,0.7777778,666,18.965891,13.00804,12.22743,9.2563735,8.0731487,6.0887418,4.34428112,2.91826292,15.785381,9.4436298,7.4454367,4.6378953,3.30459102,2.13513763,1.221823131,0.67167304,3.8591383,6.459696,8.6072755,1.46792127,1.98287379,2.212114,2.0574839,0.31054382,0.95900118,0.089219928,0.66386054,1.12571222,0.26646992,0.347731611,2,8,1,2,3,1868.00586,2222.52269,2991.510002,2852.08074,2866.37808,36.836573,36.49684,50.686739,47.268179,54.374241,0.516492395178735,-0.174048382429598,-0.0667569046759914,-0.153237967772457,0.19639028746275,1,7,29.153726,54.786274,0
GPS001762,11.692814800222,34.9693805604752,-0.380104772942539,0.413182519929739,5.24157200437284,10.6344389654903,0.375,3.224,319.78656,3,2.56,0,8,2,24,40,11,11,3.0521,9.31531441,86.7376,3,2,3,2,2,0.15537023,116,1132,33,44.668081,2.030367,18.021959,5.546149,9.945913,5.584963,276.385886203523,49.58,1,0.5,3.06648,2.72483395,7.8213664,13.8601364,3.61919254,0,2,4,4,0,1,5,0,1,0,16.84375,7.266436,3.9256198,0.375,1302.06,0.8181818,443,15.68987,10.541714,9.771643,8.1647546,6.4458055,5.1099647,3.04433514,2.06938755,13.429859,7.6588848,5.9692958,4.1609343,2.86921144,2.08228891,1.02193308,0.627695225,3.6839944,5.3969262,7.3734673,1.53521201,1.98994473,2.459138,1.6415854,0.35671652,0.84952072,0.104149547,0.33726723,0.44695799,0.11358473,0.136539642,1,8,1,6,0,1465.78941,1706.10797,2359.909505,2269.83792,1919.22414,32.341829,28.33269,41.44719,40.336241,36.71537,0.418018476614264,-0.16656094182349,-0.117058064540006,0.0851069942395473,0.0212807838831899,0,3,26.931726,47.246274,0
GPS001806,11.6998747890049,31.9786478713871,-0.389069784600249,0.414987226351716,4.60838771805521,12.4935901765792,0.36363636,0.765,270.30638,3,1.9,2,11,4,19,32,6,6,0.194,0.037636,64.9787,2,1,1,1,2,0.36316856,94,546,30,35.850345,1.991686,19.717765,10.442249,5.889578,5.247928,228.316988656712,98.08,0.75,0.4285714,1.4490371,0.8082062,5.3511476,8.5350555,2.94168275,0.72112479,1,2,4,1,1,2,0,3,1,14.409972,5.55102,2.962963,0.36363636,783.07,0.5555556,214,13.336499,8.453526,8.13252,6.5046894,4.7498412,4.2294969,2.98347801,1.95225332,10.070512,5.9099611,4.4527169,3.1886577,2.05029173,1.47772598,0.843292954,0.462034742,4.0737034,5.4045433,8.2509064,1.33489568,1.69523164,2.133569,1.9710774,0.56733837,0.64736805,0.134783915,0.13888889,0.2454583,0.04641168,0.066000116,1,6,0,3,1,1344.96034,1579.47294,2290.671617,2354.55042,1978.64198,27.94559,29.390861,38.599763,40.710485,38.468297,0.521118308678273,-0.223402237281126,-0.115766831574117,0.134380312393492,-0.045853128772612,1,5,25.974898,37.003102,0
GPS001947,11.6483086934253,16.01220075622,-0.401731330576253,0.441772784085159,4.21295553136133,11.682027626304,0.08695652,4.27,401.41553,7,3.22,0,28,4,33,49,22,20,4.3988,19.34944144,110.6053,4,4,2,2,4,0.22324013,158,2441,50,61.767706,2.058924,19.648198,10.351632,9.296566,6.044394,349.851953309679,89.55,0.875,0.4666667,2.6085515,2.92990264,13.7434998,29.4549627,13.24634958,0.07692308,2,0,11,0,2,4,0,2,2,23.168044,10.744802,5.5067638,0.08695652,1834.07,0.6666667,699,21.087211,14.58405,12.905691,11.0089021,9.0912784,8.0032699,5.91156195,4.96010622,16.43106,9.2169581,6.5518901,4.7056636,3.31696529,2.45240968,1.485287961,1.011914793,4.3103079,7.0630686,10.7902379,1.42259263,2.02224434,2.608383,1.8632629,0.30274943,0.67029111,0.095071897,0.28350576,0.47560346,0.09416296,0.126199021,0,15,4,0,0,2113.27168,2539.83822,3685.501606,4046.70777,3827.31673,34.177817,35.989643,51.09224,53.986735,53.346172,0.717193191274506,-0.605380326724831,0.419189457094927,-0.185760693274999,0.0317681580283453,2,7,29.158933,59.657067,0
GPS002020,11.6875981347199,16.0084206404741,-0.408839927752564,0.417921957654788,5.01032535443334,10.5473069439768,0.25,2.376,383.39861,7,2.78,0,14,4,30,49,12,12,1.9281,3.71756961,102.9112,3,3,2,2,3,0.23348673,144,2130,49,56.562516,2.02009,22.9035,13.537537,9.365963,5.906891,348.82006093584,89.46,0.8571429,0.4615385,3.9771178,6.56883329,5.4551391,16.3731417,9.96564853,0.16666667,4,1,6,0,1,5,0,2,3,22.68,10.346939,5.0237812,0.25,1845.08,0.6785714,619,20.258784,13.493932,11.648947,10.4061479,8.5085308,7.0879255,4.50795505,2.99393538,16.106877,8.5289504,6.0392157,4.3491691,2.97094368,2.04078776,1.057183076,0.575236117,4.8251145,7.8346019,11.6525697,1.45762199,1.97850339,2.358703,1.7456431,0.5580691,0.68364715,0.106026483,0.18424981,0.4344209,0.06111111,0.106311548,2,10,3,1,0,1777.31441,2088.88495,2937.809102,3182.72658,2743.8863,32.952286,33.847626,47.093114,56.998309,54.164928,0.876737556096696,-0.453134619786457,-0.150210442971198,0.338982844024323,-0.106973994314563,1,5,33.261347,56.512653,0
GPS002074,11.6948346502766,34.9693805611289,-0.388196581439501,0.395716021619633,4.10965468291963,11.2291502331788,0.125,4.47,315.7548,4,2.56,2,10,3,24,36,12,12,3.0767,9.46608289,83.9359,3,3,2,2,2,0.21464563,116,1007,35,44.820605,2.0373,16.962441,4.812886,9.603252,5.584963,271.112968801923,67.63,1,0.5,0,0,11.7767724,17.5520273,4.93580099,0.5,0,2,8,0,1,2,1,1,0,16.84375,7.266436,3.5916824,0.125,982.06,0.7272727,365,15.68987,10.575387,9.686064,7.9330411,6.7647561,5.7933867,3.77211294,2.695941,12.416798,7.1333677,5.3769594,3.9230596,2.74238719,1.90610836,1.06823005,0.641368403,3.5563241,5.8864332,8.938934,1.49532177,1.99757604,2.417715,1.5473984,0.44165264,0.66748854,0.164480863,0.41226038,0.72890603,0.13227841,0.204098019,1,11,1,2,0,1591.22103,1899.03016,2732.695736,2730.47462,2326.22232,32.341829,27.779228,41.419227,43.956418,39.384259,0.396687336399364,-0.252287286781334,0.0602301791283064,0.0423862508363599,-0.119474472660629,2,5,20.642898,44.579102,0
GPS002077,11.6835312475999,34.9693803752726,-0.391972121578039,0.410880531277754,4.26550344563941,10.2948120823909,0.35714286,3.029,264.70468,1,2.56,3,12,3,20,31,6,6,3.2345,10.46199025,69.4654,3,2,1,1,2,0.13455514,102,581,28,36.771727,2.042874,11.147917,8.761213,0,5.321928,231.130321728651,35.53,0.8,0.4444444,1.8851684,2.62074139,3.6193993,13.2639514,5.77347019,0,2,1,4,1,0,2,0,1,1,13.005,4.528616,2.5246548,0.35714286,783.04,0.7222222,272,12.913849,8.431672,8.964301,6.6789855,5.4346207,4.8117637,3.53220381,2.45751102,10.952496,6.2350065,6.1013756,3.4860232,2.31232129,1.74722748,1.087374779,0.626698019,3.9294505,5.1999026,7.6056653,2.09707074,2.2271056,2.64245,2.4657048,0.59967937,1.94496791,0.316013686,0.30779222,0.66046016,0.10678953,0.197647024,1,6,2,2,2,1231.41288,1473.81128,2174.9267,1945.78764,1520.18358,28.036357,23.612231,40.286517,35.872628,28.006378,0.435017003593319,-0.219547525161261,-0.0126071499191646,-0.0070600354055821,0.115870909869581,0,1,19.421691,37.894309,0
GPS002136,11.6824756586446,32.1232314778412,-0.372578980859726,0.351821770856595,6.34230917721356,14.8272833875663,0.35714286,4.068,294.48231,1,2.56,0,12,2,20,34,11,11,4.5263,20.48739169,80.8161,3,2,1,2,2,0.22299347,102,523,32,36.766538,2.042585,12.057674,0,3.072338,5.321928,246.490635587901,65.57,1,0.5,2.8495737,6.77872462,1.6509636,8.0413371,7.03056686,0,4,0,3,0,0,6,0,0,0,13.005,4.528616,2.0767983,0.35714286,990.04,0.7222222,235,12.913849,8.526005,8.464385,6.9716485,6.2337457,5.1680582,4.02467492,2.45493969,13.076791,8.7587446,7.7853042,6.5947154,5.71314421,4.18990671,3.25064726,1.885881035,3.9946248,6.9717787,10.7707549,3.4560358,5.97179919,8.223283,2.0375303,0.49275937,1.58056071,0.418139118,0.27903455,0.71074685,0.35214543,0.752139921,1,5,3,3,0,2184.94274,2660.5001,4042.833822,3965.0566,3418.098,36.743239,33.139258,47.977374,54.098036,49.309853,0.0761162670426376,-0.0342037787528066,-0.010969789473923,0.0184926103833649,-0.0286742773119712,1,1,22.711312,45.108688,0
GPS002143,11.6579173724242,16.0061989834571,-0.42227513759669,0.38463685856386,5.01917717974751,10.0856801499694,0.14285714,2.701,211.25964,2,2.78,2,13,3,18,29,15,13,2.7605,7.62036025,64.4548,3,3,1,1,2,0.18550475,86,421,24,33.345107,2.084069,5.628785,3.181029,2.447756,5.169925,184.899102064462,39.16,0.8,0.4444444,0,0,10.7465953,16.995656,5.29611921,0,0,2,7,0,0,1,0,0,0,11.111111,4.704,2.08,0.14285714,721.02,0.8125,239,10.957819,7.881341,6.835781,5.9769404,5.3280319,4.4638539,3.08781837,2.37307856,8.941264,5.4854341,3.9674084,2.874134,2.09540431,1.45070439,0.831278556,0.526064234,2.1721085,3.8539062,5.4322459,0.83974625,1.21359715,1.407459,0.809623,0.19163832,0.38003983,0.054854024,0.37359694,0.62817525,0.1107596,0.148000773,0,9,3,1,1,1051.52545,1246.00721,1770.298063,1637.12668,1226.60997,17.134449,18.830366,26.49455,25.49455,19.996548,0.149256920631833,-0.061362549773265,-0.023704785641593,0.00809706492851538,0.0167147225720653,1,1,15.467691,35.210309,0
GPS002283,11.6765934251984,31.9743253280344,-0.405241392291584,0.380518357124661,5.43653720409667,10.5351333981029,0.13333333,2.465,270.35111,5,2.67,2,9,5,21,33,15,14,3.1897,10.17418609,78.8232,3,3,2,2,1,0.27076893,98,798,24,39.07131,2.056385,11.655197,2.541237,6.120099,5.392317,229.064412255295,73.13,0.8333333,0.4545455,0,0,10.6387514,14.5026968,3.38654574,0,0,2,8,0,1,2,0,1,0,13.959184,6.635204,3.3659606,0.13333333,883.04,0.9473684,368,13.07914,9.343337,7.998545,6.9205671,5.680146,3.7789856,2.50250125,1.66605439,11.166009,7.0907525,5.2903938,3.9684117,2.7841114,1.48087079,0.840412304,0.489588954,2.4009022,3.723243,4.0925806,1.09908469,1.44099279,1.284834,0.871785,0.25393389,0.47420737,0.086380508,0.37079081,0.53797212,0.15388553,0.164886192,3,8,2,1,1,1333.9894,1531.89768,2027.650765,1624.42521,1319.99954,26.622183,25.33639,34.725819,30.164948,23.663153,0.226631398014028,-0.127381425960022,0.0147542108169712,0.0374958589450426,-0.0584197810666891,2,2,19.862898,41.637102,0
GPS002471,11.683083871332,34.9693810582828,-0.414574933137869,0.443457832821756,4.9960185696278,12.5473843214117,0.38095238,0.731,464.85379,2,2.56,0,12,3,35,53,6,6,-0.6511,0.42393121,113.4943,4,1,1,1,4,0.39133922,184,2388,75,64.368655,2.01152,28.520201,20.490381,5.46981,6.129283,397.881033225657,181.62,0.8333333,0.4545455,0.8434327,5.84044156,0.9654894,12.0950269,33.06402611,5.0409884,2,1,2,4,7,4,5,3,0,25.103673,8.587258,3.4482759,0.38095238,2144.11,0.5625,586,23.858925,14.849872,14.933479,13.487482,12.2601565,9.8088452,7.33995472,5.29180554,17.790479,10.0717938,8.8757638,6.9732933,5.51793524,4.1746253,2.827145024,1.871928285,9.4910723,17.643022,29.3758285,3.82527589,5.95172112,8.605184,3.4544693,1.68284518,1.67913204,0.525238956,0.16395132,0.68342471,0.09196278,0.281044575,1,8,4,0,3,2759.9897,3493.50465,5598.731996,6827.38499,6527.85862,46.628663,40.273234,67.26902,93.087197,106.386484,0.895747796758894,-0.206475569005497,0.000356843365286363,-0.265747854534424,-0.224111376189917,6,10,27.571347,61.758653,0
GPS002487,11.6694690855527,16.0123074888463,-0.41690341089962,0.435873070168927,4.94038129231843,11.6445284534084,0.42307692,0.243,513.49429,3,3.11,2,19,3,41,64,12,12,0.1864,0.03474496,127.5478,5,3,2,1,5,0.38358145,212,3804,79,75.328491,2.035905,29.204433,26.684212,2.520221,6.357552,449.840664375912,196.84,1,0.5,1.646769,5.73867608,3.0812685,22.430242,35.78618352,4.12393756,2,3,3,5,3,9,5,3,2,28.525877,10.43787,4.7098234,0.42307692,3292.11,0.6756757,857,26.971809,17.351768,17.34564,15.4907869,13.1162846,10.9819304,8.43950447,6.39403774,20.094782,11.8532549,9.9516946,7.5942959,5.50219864,3.97595806,2.65418237,1.704068745,10.0063073,16.0534419,25.7826597,3.62062701,4.92730136,6.424641,3.848019,1.62866826,1.705227,0.398864258,0.24578353,0.84685221,0.12346567,0.292728867,0,9,6,3,7,2779.42515,3465.98859,5398.199289,6280.37854,5979.95991,45.104671,45.151286,73.744948,92.393799,95.100761,1.08679124050224,-0.322146145220416,-0.00707400061603439,-0.252555690024236,-0.207475721570183,6,11,35.562589,72.883411,1
GPS002489,11.6743548334526,78.9185183525858,-0.424746969275458,0.418089124755467,4.15967143171696,11.862541957482,0.14285714,4.112,476.3169,6,2.89,3,15,3,31,44,12,12,5.845,34.164025,114.0761,3,2,3,2,2,0.17082504,148,2488,45,58.474301,2.016355,22.550501,11.03715,3.356212,5.954196,373.919582928685,81.14,1,0.5,2.920044,2.95058475,8.8086337,20.6763902,8.96231902,0.25,1,2,6,0,3,6,0,2,2,23.658689,11.039481,6.0357143,0.15789474,1304.08,0.6896552,740,20.965891,13.922254,12.382464,10.2376693,8.6510658,6.4520778,4.09389671,2.87849308,17.679893,9.9717689,7.7722155,5.4411566,4.03687698,2.47223201,1.467462517,0.851232518,4.5243699,7.42352,9.6197729,2.0411029,2.91604129,3.107979,1.9662769,0.43528394,1.08378079,0.157832649,0.40713484,0.72709766,0.19245357,0.255230648,1,12,2,2,0,2139.01352,2502.37432,3468.267543,3457.04075,3046.06914,83.345744,43.065129,66.910185,76.318803,76.586591,0.730641638126995,-0.4299176048462,0.156662911774613,-0.0957492222648429,-0.0386167655190214,0,3,28.899105,57.776895,0
GPS002524,11.6909922539839,31.9742803130776,-0.414575889759011,0.422041187966853,4.02166325627547,9.99360341646497,0,1.757,316.30861,2,2.34,0,21,0,24,31,11,11,3.1741,10.07491081,81.7331,3,2,3,2,2,0.3272772,116,1141,32,44.69166,2.031439,19.196847,8.222613,5.937565,5.584963,258.339507105124,103.43,0.8571429,0.4615385,0,0,6.9773391,15.7826586,7.61957388,0.25,0,0,6,0,4,4,0,2,0,16.84375,7.266436,4.1103299,0,627.07,0.8181818,467,15.68987,10.524877,9.88981,7.924579,6.6386491,4.7937841,3.34907146,2.03441564,11.868906,6.6772523,4.9125416,3.1896172,2.1337204,1.31233433,0.697176359,0.362602484,3.4636518,5.4115616,6.8855742,0.97120699,1.19297834,1.241779,1.722295,0.27578342,0.60061832,0.049104638,0.2902636,0.52984632,0.08005498,0.104587108,2,10,2,0,0,1415.88481,1647.92899,2265.723612,2075.64534,1737.82975,32.673165,28.244666,43.1823,40.156696,39.570677,0.524049429359081,-0.246225551134915,0.145889804773536,-0.269192707937083,-0.0650622458233031,2,4,17.333863,40.464137,0
GPS002587,11.6935618563678,34.9693807810101,-0.392063524591049,0.418243212109041,5.89572680310954,11.633760159425,0.13333333,3.698,308.78151,4,2.56,2,9,5,21,33,12,12,3.9759,15.80778081,79.7105,2,2,2,2,2,0.19345682,102,847,29,39.694758,1.984738,13.466432,7.493251,0,5.392317,263.118871711317,59.59,0.8333333,0.4545455,1.8029491,1.06885896,9.3640554,14.4658803,2.6976793,0.94494079,1,1,8,0,1,4,0,3,0,16.371882,6.84,4.4963265,0.13333333,776.05,0.75,352,14.750712,9.381847,9.158642,6.7507963,5.2025855,3.8582876,2.37315214,1.28030101,11.796537,6.7557838,5.4385595,3.4902962,2.24380863,1.5118146,0.842940061,0.401922477,3.7491039,5.2128834,6.8103904,1.36673855,1.51932131,1.687141,2.1745336,0.46631284,0.91293857,0.099944756,0.16666667,0.25644586,0.05555556,0.09016343,0,11,2,2,0,1526.08504,1742.33623,2393.326711,2257.33063,1871.74167,36.16411,31.736232,41.679918,43.126032,38.450663,0.333395789135825,-0.0483137864147022,-0.0764237266900304,-0.11534897220814,0.0703895579837824,0,3,22.065691,42.554309,0
GPS002623,11.7370366621912,126.904578435073,-0.381630828448487,0.346073859676006,5.09811629294877,11.8997860915941,0.3,2.818,349.19272,5,1.9,3,12,6,16,28,6,6,2.7256,7.42889536,75.1398,1,1,1,1,1,0.2467515,74,500,19,31.044119,1.940257,16.475324,2.460321,8.97929,5,230.643885807594,86.11,1,0.5,0.7841369,2.9710041,1.6509636,4.8853369,2.94815931,0,2,0,3,1,2,2,0,1,0,14.0625,6.666667,5.2644628,0.3,544.06,0.375,244,12.129392,7.486071,6.923775,4.7833559,3.1369204,2.4290019,1.17111975,0.82908661,11.925071,6.2087681,5.1136132,2.5723358,1.37778199,1.02451192,0.395600025,0.273679853,2.3246308,2.2519948,3.0463245,1.10236343,0.85136006,1.066304,1.35051,0.23570226,0.98782066,0.058925565,0.08333333,0.1422589,0.02151657,0.06531276,3,3,0,2,0,1253.07162,1346.26895,1646.15568,1452.6432,1158.46798,134.620826,28.564889,46.628992,45.553007,33.987333,0.278963270989397,-0.177952278527402,0.103906577353193,-0.121589235104179,0.0983575560567955,2,4,21.446484,37.953516,0
GPS002713,11.6924656077181,31.9749014448485,-0.382318189020191,0.339556828740958,6.48963077505445,11.3780408031542,0.14285714,2.495,302.42046,4,2.34,0,11,2,22,34,16,16,3.079,9.480241,86.87,3,3,3,3,1,0.36505268,104,894,26,40.921766,2.046088,17.984386,0,11.923931,5.459432,243.480745402801,110.27,1,0.5,1.7717279,1.49389525,7.7875573,10.7848099,2.83101272,0,1,1,7,0,0,5,0,0,0,14.917355,6.84,3.6213018,0.14285714,916.06,0.9,400,13.949383,9.737183,8.620091,7.2941581,5.9533707,4.1189129,2.52950809,1.83341153,12.617039,8.0015859,6.1489914,4.7340542,3.44360436,2.20756994,1.380363632,0.880048317,2.7483742,4.3002147,4.7728194,1.46983445,2.04593074,2.076286,1.1546655,0.24283385,0.63156192,0.115028679,0.52306852,0.49074505,0.21227687,0.22591112,2,7,1,1,0,1633.58836,1884.94861,2548.420374,2144.99333,1831.2029,33.695427,30.008596,43.344262,37.791837,32.796779,0.263535167834198,-0.20815520146013,0.120405776348244,-0.050755792757614,-0.0485391730095689,1,3,23.824898,44.175102,0
GPS002789,11.6990826488553,78.9185182348214,-0.386778093498482,0.381642582253956,5.59739312647665,11.7938737926747,0.07142857,2.781,380.28492,5,2.23,2,12,4,23,31,16,15,3.984,15.872256,90.0569,3,3,2,2,2,0.28611022,108,1077,27,43.033339,2.049207,20.521332,2.546548,9.244396,5.523562,257.921372171962,108.42,0.8571429,0.4615385,0,0,5.9704725,11.2689719,4.33528618,0,0,1,7,0,1,3,0,1,0,15.879017,7.513007,4.4875346,0.07142857,669.07,0.9047619,462,14.65649,10.20351,9.198074,7.2023687,5.9883008,4.7206003,2.98003432,2.09563425,13.964685,8.698529,7.0778424,4.9563741,3.7744853,2.55151867,1.59931153,0.999052401,2.4060785,3.7133274,4.7223383,1.52065505,2.19820897,2.476456,1.3189319,0.08333333,0.93586656,0.045643546,0.3742276,0.50745272,0.16219106,0.239948242,3,9,0,1,0,1772.96701,2034.90276,2705.196979,2340.24948,1881.36053,78.368007,36.661,57.401301,52.819497,55.532075,0.364998375175153,-0.208886710889091,0.0785446772593313,-0.0881311870659301,-0.0340802170784718,1,4,21.04007,44.25993,0
GPS002808,11.6942580331844,16.002222396524,-0.408519095449311,0.367508114865804,4.86663777026358,9.18425386106729,0.46153846,0.516,293.32217,7,2.01,2,8,5,22,40,11,11,0.5646,0.31877316,78.3216,2,2,2,2,1,0.32174787,102,1095,28,41.929329,1.996635,23.312187,8.132582,15.179605,5.459432,255.063529073984,94.32,0.8571429,0.4615385,2.713986,2.905716,3.9251364,9.3550322,2.85061223,0,3,2,3,1,0,4,1,0,2,17.355372,8.585018,5,0.46153846,1261.08,0.7142857,442,15.242276,10.13456,8.602225,7.1091613,5.4557317,3.8523062,2.37750551,1.38118252,12.276179,6.4729884,4.4731186,2.9366048,1.86721261,1.16211261,0.609972941,0.322034955,2.7947251,3.9514715,4.5039214,0.81368008,0.94445249,0.912388,1.2285015,0.20118446,0.4741671,0.032146307,0.25393389,0.32853285,0.05560327,0.061528149,1,5,1,2,1,1090.27305,1221.7379,1587.940574,1478.29788,1211.28602,25.123309,25.57131,33.401948,33.092677,28.484163,0.589778950392462,-0.241420728407876,-0.206120642677203,0.188026388018178,-0.0601175453793039,2,5,27.242933,43.455067,0
GPS002873,11.6939724139353,31.9743257547889,-0.371798541686726,0.408976886578593,5.2461663410599,11.0444251614287,0.3125,0.71,341.3893,4,2.34,2,11,3,27,39,11,11,3.0695,9.42183025,93.8214,4,3,2,2,3,0.33791208,130,1455,37,49.870462,2.077936,24.176429,5.149603,15.886416,5.754888,284.047986804623,115.26,0.8571429,0.4615385,0,0,7.2131725,14.1065044,5.6873653,0.2,0,5,4,0,1,3,0,2,0,17.415638,7.709141,3.9077278,0.3125,1212.08,0.9166667,550,16.518297,11.70351,10.623561,9.0745186,7.8922062,6.2503879,4.04986654,2.99657163,13.675031,8.6316586,6.7971867,5.0875528,3.8932361,2.70969767,1.541342553,0.973765175,3.5358746,5.9558125,8.0238047,1.57926179,2.30116987,2.557199,1.4879988,0.32616718,0.75773545,0.114709133,0.42634637,0.67814223,0.23251536,0.324415488,2,7,1,1,4,1708.63442,2019.31198,2811.561215,2569.41864,2040.40956,33.476593,32.886988,49.719368,47.131174,42.238886,0.473155520475249,-0.204212110007061,0.0503513334719117,-0.134437163968793,-0.0781595232362005,1,7,24.554105,48.165895,0
GPS002881,11.6941548980822,16.0067396951589,-0.38037257054323,0.384275927157805,5.07326564285074,12.7367530614069,0.33333333,5.095,365.42642,4,3.11,3,12,3,30,50,12,12,3.6652,13.43369104,102.6042,4,2,3,2,2,0.14888795,150,1624,45,55.299478,2.048129,18.82947,8.595033,10.234437,5.906891,338.815592160584,54.37,1,0.5,5.5645027,6.64478246,9.4231978,16.6949733,6.90097225,0,4,1,8,1,2,4,0,1,2,20.28,8.024691,4.0247245,0.33333333,2107.06,0.7407407,460,19.181434,12.859192,12.698873,9.9008694,8.8764518,7.5468567,5.23442616,3.98692095,15.969645,8.9879403,7.687102,4.6599772,3.49838775,2.54399532,1.430561531,0.897999252,5.0740752,8.7514612,14.0080706,2.22101869,3.27131003,4.476688,2.8455271,0.74840781,1.79151402,0.308217947,0.51213659,0.84387981,0.14179174,0.201476468,1,12,1,5,0,2061.58063,2512.71072,3784.7611,3920.50239,4116.58356,30.403348,33.017532,50.481165,49.92802,55.205196,0.595479136074292,-0.357069371436542,-0.00743707155836981,0.112600643687474,-0.0859284875904562,0,4,33.893761,58.002239,0
