COMPOUND,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,nRotB,MLogP,nAtomLAC,nAtomP,nAtomLC,nB,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings6,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,VABC,TopoPSA,topoShape,PetitjeanNumber,MDEC.12,MDEC.13,MDEC.22,MDEC.23,MDEC.33,MDEO.11,khs.sCH3,khs.ssCH2,khs.aaCH,khs.sssCH,khs.dssC,khs.aasC,khs.sOH,khs.dO,khs.ssO,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.5,VC.3,VC.5,SCH.6,SCH.7,VCH.6,VCH.7,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,label
Prestw-559,11.85,15.9959308079505,-0.347158515162273,0.231110896504859,5.06029033444041,9.99076249133021,0.34615385,5.108,417.54422,9,3.77,4,13,7,34,62,17,16,4.3406,18.84080836,126.5256,4,3,3,2,4,0.1073958,158,3522,47,63.929556,2.062244,15.335982,5.365641,9.970341,6.087463,402.968829888557,44.81,0.9,0.4736842,2.1949557,0.73454656,28.5735584,20.9044012,2.94658251,0,1,8,11,0,1,3,0,1,1,24.134948,12.459259,6.7566791,0.34615385,3295.05,0.9032258,1025,21.468045,15.241515,12.890488,11.1459791,9.0071804,7.3943986,4.75003888,3.40355233,18.218631,11.11753,8.0254752,5.9964782,4.19835477,3.00340169,1.688637117,1.064686527,3.7822873,5.755167,7.6524322,1.5984006,2.12612837,2.404907,1.4092425,0.33726723,0.69442361,0.0922775,0.31804138,0.46743606,0.12961182,0.155999093,1,13,3,6,2,2066.89462,2368.64579,3149.273403,3158.52598,2565.52449,33.628879,36.325731,48.045375,50.570993,43.322007,0.502748104344557,-0.301153554165981,-0.0470371456027143,0.197006375242966,-0.141579531250209,1,4,41.383417,71.334583,0
Prestw-560,11.85,14.0030862028019,-0.313248870043228,0.0906839270935792,6.57963795604275,11.4961392253193,0.25,5.868,329.47877,8,3.99,3,6,6,27,52,18,18,5.7113,32.61894769,107.0906,3,3,3,3,3,0.03654154,122,1690,33,51.168732,2.046749,3.01404,0,3.01404,5.754888,341.159345520168,12.03,0.8571429,0.4615385,3.1353889,1.4206636,29.7993559,22.6495243,3.11142451,0,1,3,15,2,0,3,0,0,0,19.753086,10.982699,6.585034,0.25,2316.01,0.96,566,17.32178,12.3265,10.235848,8.2054856,6.7926867,5.3473742,2.96788858,2.21981083,14.936275,9.1990298,6.7075226,4.714408,3.41036293,2.27645085,1.212289978,0.796603497,2.1579992,3.6007973,4.6945354,1.21292486,1.73351139,1.885415,0.9622154,0.13608276,0.61648744,0.068041382,0.30618622,0.19001991,0.09622504,0.059717498,0,15,3,2,3,1720.37369,1935.56305,2473.544303,2460.45946,2241.45894,25.35998,27.332364,34.498546,33.332364,31.664728,0.0682949538166012,-0.0300269136231865,-0.0112569938777701,-0.00233562290466526,0.011750158382018,1,1,30.176589,61.343411,0
Prestw-566,11.993342588129,15.9959252482389,-0.289662441178651,0.342190601984154,4.25194532372041,11.7023757776837,0.53333333,1.868,275.34671,3,2.56,0,11,4,22,41,6,6,2.3504,5.52438016,78.3964,3,1,1,1,1,0.16284871,112,760,36,40.566669,2.028333,14.793175,5.491834,9.30134,5.459432,260.051751208823,44.81,1,0.5,4.7814927,5.20123987,3.439154,9.7912759,3.66228175,0,4,2,3,1,1,3,0,1,1,14.917355,5.32526,2.2940441,0.53333333,1469.05,0.6,330,14.491199,9.469381,9.105226,8.0467125,6.9710205,5.4199748,3.63603993,2.8587589,12.434538,6.9432944,5.9511236,4.7160502,3.77670358,2.52687304,1.369064082,0.915798334,4.774048,8.8397212,13.1260515,2.72971773,4.74021634,6.209964,1.9638767,0.61264476,1.24313569,0.337859284,0.59197035,1.20244095,0.35337113,0.618105801,0,5,1,3,1,1466.34264,1806.11949,2830.411835,2755.75736,2051.64627,22.628879,24.325731,37.736466,39.488461,32.159278,0.469013932132542,-0.394277141291043,0.286851604591768,-0.147855738511854,-0.00753328070912561,1,4,30.451347,45.306653,0
Prestw-572,11.9936093047345,34.9698556690223,-0.390508633822334,0.317875169154806,4.97212725029195,14.6840187032773,0.59259259,3.277,521.4304,5,3.55,2,8,4,39,65,5,5,4.5496,20.69886016,132.3017,5,1,2,1,3,0.18035461,206,3148,81,71.199514,2.034272,21.265349,16.239956,0,6.285402,467.574034933834,93.81,1,0.5,6.4744831,6.61788456,10.461514,23.4825584,8.83299677,0.78856235,3,5,3,4,4,1,1,3,1,26.60092,9.039551,3.4816,0.59259259,3571.08,0.6857143,797,25.388541,16.452215,16.301964,15.5356315,13.2425513,10.6144064,7.81240579,5.86741788,21.565278,13.0397896,11.9534369,10.8602476,8.81050737,6.87575726,4.791807654,3.503981345,11.8068561,21.5923947,36.6131291,8.24413106,14.29714536,23.06434,3.882041,2.55366855,2.82781572,1.746885155,0.4871721,1.36006694,0.36086073,0.941409144,2,8,1,4,5,3425.45581,4388.51327,7300.318573,8708.28236,8098.35774,55.072714,45.560277,77.230839,108.163333,107.896724,0.853292813166202,-0.318127693383745,-0.276827428197292,0.389226492918505,-0.142663495698423,1,5,40.34221,76.69579,0
Prestw-576,11.9933004787818,31.9720721270425,-0.345579486861426,0.159690696676111,4.76541469240705,12.107297209134,0.31578947,4.178,326.45757,5,3.11,3,15,5,25,45,12,12,3.8154,14.55727716,99.3543,3,3,1,1,3,0.14977988,120,1154,37,46.965393,2.041974,12.198657,2.42834,6.571773,5.643856,309.148350758762,48.85,1,0.5,5.1086368,3.22846672,12.3602603,18.735949,5.79836445,0,3,3,7,0,1,5,0,1,0,17.8112,7.92,4.1587902,0.31578947,1703.04,0.6086957,381,16.396977,11.058551,10.173782,8.0236598,6.7136163,5.8393348,4.4566242,3.47508507,14.690193,8.7183495,7.2007211,5.1495432,3.91035825,3.02598259,2.127227202,1.429869785,3.5188814,5.2711134,7.9203642,1.9760047,2.77510503,3.746592,1.6498299,0.41386054,1.06333295,0.17095133,0.19673564,0.3940931,0.0860667,0.201955578,0,12,1,3,1,1939.3018,2305.77855,3294.902748,3503.36339,3037.97584,30.622183,29.668754,43.340416,47.453872,40.532066,0.294335417892201,-0.134455428551946,-0.036716109637042,-0.00313375875424204,0.040303102606934,0,3,31.248554,54.011446,0
Prestw-583,11.9961514292434,15.999298074646,-0.375027375310806,0.109590104520274,4.89582876002209,10.5805591581566,0.25,3.272,339.3858,6,3.11,0,12,2,27,46,17,16,3.5039,12.27731521,95.5175,3,3,2,2,3,0.14686844,128,1534,42,50.956879,2.038275,14.34426,11.213911,3.130349,5.754888,309.772772519745,49.81,0.8571429,0.4615385,5.253457,5.91551198,7.82354,20.9539325,8.44271966,0,4,1,7,0,0,6,0,0,4,19.753086,9.273923,4.4659746,0.25,1704.05,0.68,526,17.81119,12.193733,10.174414,9.1899557,7.6524424,6.2878596,4.37538916,3.1275628,14.828765,7.9031451,5.5520856,4.1705993,2.88441263,2.01659513,1.180856936,0.70445982,3.7158141,6.1058541,8.3424462,1.32893765,1.80784021,2.071526,1.3402069,0.30274943,0.58811245,0.074655812,0.19163832,0.43860128,0.06352349,0.110800074,1,11,3,0,1,1610.97901,1892.64808,2659.567507,2839.44984,2417.98119,28.457856,29.9891,40.155282,46.70422,42.317739,0.693505858943772,-0.381712354459438,-0.103308198230525,0.315643702991105,-0.2581626310243,0,1,31.941347,53.510653,0
Prestw-588,11.9961702452307,15.9987101574512,-0.388430168047562,0.110982143543899,5.08481716879826,12.6502252335537,0.52941176,1.575,287.35418,1,2.89,0,8,2,24,42,6,6,1.4425,2.08080625,82.3045,4,1,1,1,2,0.14602015,122,766,44,43.886728,2.089844,11.881783,8.599991,3.281792,5.584963,269.083968043984,41.93,0.6,0.375,3.5219108,2.7261281,8.8186842,17.2397599,6.40992592,0,2,4,2,2,0,4,1,0,2,14.583333,5.273923,2.1421488,0.52941176,1605.04,0.8095238,299,14.61252,10.136996,9.620283,8.6380353,7.7721523,7.087672,5.82271647,4.40356355,12.503453,7.5683708,6.4278803,5.1466993,4.07731725,3.3033505,2.338839776,1.516361391,4.5080833,8.2866446,13.5223415,2.39584622,3.86822856,5.503101,1.8117064,0.47213747,1.09217667,0.209705512,0.33738611,0.82024797,0.14825684,0.29803564,0,6,2,2,4,1718.88378,2146.71714,3366.360115,3852.1234,3179.71804,23.683387,26.159006,39.9891,48.261843,44.428025,0.476722041083421,-0.237233865689992,-0.0528695948758575,0.0969884078392162,-0.105795904435313,1,2,28.769347,47.428653,0
Prestw-594,11.9985181462635,34.9701562407092,-0.331338908603459,0.263387333315948,4.07935847001726,11.1280244950091,0.07142857,3.905,296.14904,4,2.45,2,13,3,20,30,12,12,4.3481,18.90597361,75.4614,2,2,2,2,2,0.16721088,94,706,27,38.025663,2.001351,13.028231,4.80684,3.130335,5.321928,244.731464305889,49.33,0.8,0.4444444,0,0,8.0150023,15.1178423,5.72831325,0.5,0,1,7,0,1,5,1,1,0,15.39,7.135802,4.231405,0.07142857,619.05,0.6842105,281,13.828063,9.075387,8.219194,6.1963009,5.0755536,3.9439321,2.47150555,1.50615299,11.371807,6.3400983,4.7637212,3.2114129,2.20316716,1.34425853,0.742476325,0.3400278,2.6172744,4.0400481,5.4712156,1.18410136,1.57562121,1.698667,1.3490689,0.27578342,0.62860741,0.111294491,0.15137472,0.30204642,0.05183404,0.100113347,1,11,1,0,1,1308.36074,1502.53779,2012.862919,1994.09235,1635.90185,36.334818,24.900089,36.910463,41.186779,41.346946,0.293140639624966,-0.113482752255941,-0.0510103339838415,0.0209336142750692,-0.0535648491404529,2,3,14.483277,39.038723,0
Prestw-598,11.9985483259068,31.9725723557429,-0.266726434354837,0.140180710127489,6.702734375,10.8552293311708,0.41666667,2.797,220.33537,2,2.45,0,9,0,16,31,6,6,3.2657,10.66479649,67.1397,2,1,2,1,2,0.22575751,74,370,20,30.294529,2.019635,9.197489,0,6.150726,5,210.452066480334,49.69,1,0.5,2.8113351,3.61440801,4.3942165,7.6824857,3.30192725,0,2,3,3,0,1,3,0,0,0,11.484375,5.365079,2.9822485,0.41666667,814.03,0.8666667,200,10.673362,7.270857,6.289064,5.1109792,4.0231524,3.0515446,1.69417124,0.97189508,10.02533,6.2622493,4.8643189,3.5070979,2.47740298,1.72434135,0.770431256,0.412698134,1.8885415,2.84187,3.7192405,0.94587507,1.28141914,1.515915,0.8116114,0.19245009,0.48810577,0.072168784,0.17010345,0.25636407,0.12088084,0.108552945,0,4,2,4,1,1118.44332,1258.22626,1630.438531,1516.37101,1115.18233,21.847714,20.004298,27.755222,24.669026,19.004298,0.144183053658691,-0.11548402076848,0.109580831105045,-0.0784728822253254,0.0209563174874495,1,2,21.751312,36.888688,0
Prestw-607,11.9,15.9949204246539,-0.294144368782294,0.256153328998629,5.66425867035643,12.3109640269262,0.52631579,3.388,294.39149,1,3.22,2,11,2,26,44,10,9,3.9312,15.45433344,87.345,5,2,1,1,4,0.08579979,134,837,48,46.878142,2.130825,9.793565,2.60861,7.184955,5.70044,271.199326701162,25.24,1,0.5,2.4223216,1.32454167,14.7882829,21.1971428,7.88204378,0,1,7,4,1,1,2,0,1,0,14.352071,4.997026,1.7988166,0.52631579,1842.03,0.8636364,318,14.896977,10.749949,10.083497,9.6977332,9.3553595,8.5257183,6.72259352,5.4465749,13.139174,8.6451732,7.2948527,6.4501884,5.4522898,4.43151408,3.136103481,2.304806463,4.9734338,10.0463025,16.6136322,3.14409642,5.54869005,7.981443,1.7388539,0.54196252,1.21354656,0.258916685,0.447255,1.02343421,0.21066991,0.449862281,1,6,2,3,6,2020.9072,2581.04091,4165.410282,4598.88326,4078.48985,23.49443,27.329184,43.381191,50.685712,50.488189,0.265689255898361,-0.149918536243865,0.015231732489156,0.0433940684982144,-0.0950940966752666,0,2,28.968554,51.111446,0
Prestw-616,11.89,16.0094539967395,-0.38056706042212,0.290795166911771,4.69400703484366,10.8978707326497,0.5625,5.508,558.79678,19,4.1,10,11,16,41,94,12,12,6.9016,47.63208256,161.08,2,2,2,2,2,0.10579954,194,8054,55,78.841924,1.971048,24.051089,11.127775,12.923314,6.357552,565.661951253047,59.08,0.9230769,0.48,14.816511,5.74129628,23.5855867,15.3748007,1.90427056,0.06666667,8,10,8,0,2,4,0,2,2,36.192742,17.957908,14.3585058,0.5625,7465.08,0.7,1650,29.760938,18.768894,17.977478,12.4370862,8.6617826,6.7357121,4.11830227,3.13246548,26.21729,14.8415756,12.9631402,7.1708407,4.35084872,2.90817212,1.600544947,1.033060925,6.6613602,7.4121412,9.6060696,3.27257308,3.07345849,3.11077,4.3717833,1.19935874,3.1935128,0.552704628,0.16666667,0.20118446,0.05555556,0.050458238,0,12,0,2,8,2529.46596,2790.57923,3596.330082,3424.07056,3045.82812,44.537797,45.319099,62.088244,60.978743,55.757298,0.842648864350478,-0.751543463398184,0.5404002637486,-0.272329412296746,0.172482904096857,2,6,72.701178,99.934822,0
Prestw-617,11.85,14.0050938106963,-0.313915657516534,0.11433861290067,6.56551488012382,9.60542569070197,0.30769231,2.586,213.27879,1,2.56,0,11,0,18,31,11,10,2.139,4.575321,65.4768,3,2,2,1,3,0.13212804,84,436,23,33.450153,2.090635,9.650616,0,9.650616,5.169925,194.342869855167,28.16,0.8,0.4444444,0,0,12.7954481,11.0342187,1.65096362,0,0,4,6,0,0,1,0,0,0,11.111111,5.104167,2.4882812,0.30769231,849.03,1,246,10.794682,7.932653,6.775839,5.8967403,4.9433939,4.1863733,2.5183714,1.89218394,9.186956,5.7484166,4.0991995,3.024709,2.12533033,1.48782747,0.704926248,0.452229491,1.8423659,2.9276077,4.0164587,0.74219774,0.9905227,1.099193,0.6666667,0.16666667,0.31742148,0.050384088,0.25343679,0.31228545,0.10231338,0.086260865,1,7,1,4,0,1041.49659,1207.32768,1630.262174,1542.61405,1114.09059,17.079941,19.163274,25.689436,24.523254,17.997092,0.220099365083282,-0.138923283020842,-0.00407089271100599,0.0424493847607431,-0.0599620850772697,1,3,20.358105,36.181895,0
Prestw-619,11.89,18.999415388887,-0.389564684989387,0.302397584806081,3.91933057568971,13.4469380170847,0.69230769,2.118,494.52588,6,3.33,2,6,6,38,67,0,0,2.2381,5.00909161,120.9185,4,0,1,0,3,0.21644574,202,3128,81,70.09964,2.002847,23.484269,18.303293,0,6.247928,466.674176569875,106.97,1,0.5,6.5023008,10.50393202,4.9598729,18.9488211,10.65888283,1.26173404,5,4,0,5,5,0,1,4,2,28.019391,9.328798,3.8577285,0.69230769,3710.09,0.4857143,765,26.137464,16.146261,16.782144,14.3552104,12.5735442,10.9428699,7.63173579,5.77723731,20.599862,11.9733845,11.0288734,9.2941067,7.89314891,6.08369881,4.225709755,3.03974788,11.6406865,21.6323736,38.2092189,6.70942945,11.94243857,18.55527,4.5053845,2.47781443,2.60810705,1.265338661,0.39619279,1.20924895,0.33459727,0.85597531,2,5,1,6,5,2946.59256,3774.24603,6307.645884,7636.42523,7197.53461,43.425372,42.152398,72.107151,94.205559,100.562528,1.07641164880119,-0.429363606525867,-0.130475703386832,0.251755545585333,-0.186952886221814,1,7,45.052624,73.825376,0
Prestw-623,11.9962918437847,15.9987046026824,-0.415913264928128,0.0993863451415471,4.48165052861017,8.94875857050444,0.375,-0.514,169.17815,2,1.9,0,7,2,12,23,6,6,-0.5144,0.26460736,43.8185,1,1,1,1,1,0.43519433,56,186,18,23.261008,1.938417,10.421535,7.444585,2.97695,4.584963,153.125941214384,73.58,1,0.5,0.7663094,1.80720401,1.1447142,6.0855537,3.96540646,0.64633041,1,2,1,0,0,4,3,0,0,10.083333,4.296875,2.0408163,0.375,397.04,0.5,106,9.137828,5.701907,4.654182,4.1669947,3.0172144,2.0060011,0.97153808,0.41583465,6.780418,3.5836499,2.5122354,1.7586649,0.99693739,0.5325915,0.205014251,0.055571674,2.1559554,3.1753642,4.0612235,0.77010151,0.87108995,0.8869027,0.7309018,0.28269157,0.35815552,0.080848627,0.05555556,0.18967853,0.01613743,0.046176082,1,2,2,3,0,582.68258,655.27335,865.93595,840.67416,490.75335,14.683387,13.32864,17.826914,21.210469,16.818756,0.320661685711647,-0.121840316172484,-0.00231087124560887,-0.000888049009279706,-0.145654154898408,3,3,13.345277,24.920723,0
Prestw-626,11.85,31.9720723600054,-0.31016099034984,0.276009305743365,4.52117442636497,11.293371366146,0.28571429,3.117,385.4785,12,3.11,3,6,11,28,50,12,12,3.3422,11.17030084,106.246,2,2,2,2,2,0.25385918,126,2202,33,53.920064,1.997039,16.385511,10.47512,2.992812,5.807355,366.197781203212,97.77,0.875,0.4666667,1.6491406,1.28097483,17.1495095,17.6563219,3.59088519,0.46415888,1,4,10,1,3,2,0,3,1,23.280612,13.265306,9.8461538,0.28571429,1899.06,0.7407407,661,19.484917,13.041714,11.212207,8.1876401,5.9565647,4.934137,2.83975965,1.82148001,16.037018,9.674322,7.2502417,4.8086647,3.14170195,2.23834334,1.184893041,0.698045709,2.5350564,3.031531,4.0322042,1.1412654,1.32334348,1.511666,1.5075406,0.11785113,0.74789096,0.029462783,0.20412415,0.14433757,0.06415003,0.045360921,3,10,2,4,1,1665.52967,1827.19164,2242.30693,2176.6234,1990.70933,36.585609,33.332394,44.216724,40.103501,39.32874,0.611142644815151,-0.313956458335734,0.0464694893057245,0.0322090013470017,-0.112913633696282,1,5,32.873761,59.504239,0
Prestw-630,11.9933196546293,15.994919934565,-0.343344163271148,0.175496647466877,5.25393982583041,9.8472913597357,0.47058824,4.238,272.3859,7,3,4,11,5,21,44,11,10,4.1111,16.90114321,83.5675,2,2,1,1,2,0.0931706,96,865,27,40.289967,2.014498,9.23005,3.081574,6.148476,5.392317,273.676733551829,25.36,0.8333333,0.4545455,5.0448605,1.99989247,11.8532272,14.1541198,3.53277553,0,3,5,5,0,0,2,0,0,1,16.371882,8.444444,5.0578512,0.47058824,1645.03,0.5,342,14.372033,9.702709,8.27288,6.1678509,5.1256297,4.2553652,3.00103072,2.22449985,12.724961,7.3660285,5.3951725,3.3222166,2.1409506,1.49519911,0.884743358,0.574747783,2.0061449,3.2669005,4.6358531,0.85001036,1.00516815,1.182069,1.0817885,0.13608276,0.60866052,0.037232418,0.13888889,0.26417293,0.04391521,0.066559261,1,6,2,3,3,1228.80071,1382.02781,1815.32566,1828.88526,1597.39081,21.49443,22.495094,28.882373,29.214465,27.823462,0.315796994070107,-0.208780901736974,0.0279410883873637,0.0901927165658832,-0.127629008196485,0,2,31.452968,48.925032,0
Prestw-632,11.89,15.998941083635,-0.386597960575427,0.273160174291519,4.98784868154215,9.82972176932778,0.57894737,1.724,351.43799,9,2.89,3,12,5,25,54,6,6,3.485,12.145225,94.9381,1,1,1,1,1,0.24162556,124,1522,37,48.177853,1.927114,16.28719,13.576906,2.710285,5.643856,355.68930809844,84.86,0.8333333,0.4545455,4.6692159,8.39986968,2.4494897,9.6976029,5.20843812,0.40991382,7,1,3,1,2,3,1,2,2,23.04,9.273923,7.26,0.57894737,2316.06,0.24,419,19.413849,11.357409,11.864801,7.9985699,4.7852256,3.9729422,2.87683093,2.04745948,16.096715,8.2714544,8.0586869,3.3800705,1.71312821,1.19872674,0.696808719,0.404639405,6.2937676,5.4937534,7.2439795,2.12076989,1.61004061,1.604234,3.8760014,1.42592933,2.8886966,0.29431792,0.06804138,0.13550875,0.02405626,0.033530744,2,5,1,7,1,1461.72327,1647.93386,2257.300071,2220.18136,2041.43362,29.232325,27.657008,42.03604,45.135952,36.317468,0.644428208926073,-0.359311122803066,0.020967602930182,0.154799251148317,-0.25491455566778,2,4,38.111003,57.886997,0
Prestw-641,11.9883606697311,31.9720719948852,-0.348317674602042,0.172064218090288,5.31364934306683,11.085556288414,0.14285714,1.374,287.33854,3,2.34,0,18,3,22,33,16,15,1.7292,2.99013264,76.6765,3,3,2,2,2,0.30333764,106,806,31,40.969135,2.048457,17.70771,5.237491,9.429584,5.459432,231.555414538156,87.08,1,0.5,2.1586558,2.72542457,4.2138722,11.8434771,5.97347216,0,2,0,6,0,0,4,0,1,1,14.917355,6.405827,3.122449,0.14285714,845.06,0.75,336,14.11252,9.685872,8.685432,7.4319681,6.1478649,4.9868631,3.53530142,2.58990567,11.542135,6.8894285,5.0515425,3.5332825,2.31794982,1.5651006,0.951108963,0.546931473,3.2829903,4.857822,6.4892594,1.26278474,1.45009013,1.575387,1.3027494,0.38608276,0.63068124,0.106580893,0.34301303,0.53879479,0.08818569,0.116215123,3,8,1,0,0,1454.55402,1700.71676,2393.452015,2308.67498,1944.82396,28.756632,29.557245,37.551172,37.855648,34.492657,0.425317967203161,-0.220627069873905,0.0270972906526698,-0.0785876725493081,0.126769829066429,1,3,23.805691,41.112309,0
Prestw-643,11.89,18.9984086800398,-0.392738285475793,0.193213361264989,4.69992174888591,13.1537972330759,0.75,1.122,434.49866,2,3.33,2,6,4,35,62,0,0,0.7999,0.63984001,112.1842,5,0,1,0,3,0.21432003,190,2209,72,63.395963,2.045031,18.785317,16.199101,0,6.129283,410.140880468074,93.06,1,0.5,5.3569412,7.65290951,4.9598729,19.8499581,11.40506956,0.85863944,4,4,0,6,3,0,2,2,2,22.77551,7.008333,2.8402367,0.75,3426.07,0.6451613,620,22.560113,14.393467,15.427256,13.3190882,12.5946619,10.9558683,8.26123208,6.15223757,18.429964,11.1900502,10.9674102,9.0273708,8.0483373,6.34166952,4.670258665,3.344477868,9.9527741,19.8835645,34.2678268,6.24284045,11.42334963,17.65089,4.5090334,1.63769616,2.82153822,0.995184983,0.66257959,1.74026032,0.39872802,0.954231434,0,5,1,5,7,2787.34113,3610.2307,6101.135722,6969.4912,6438.23343,37.148858,38.238521,67.251511,80.607765,86.763887,0.844073680483791,-0.294513931510266,-0.188449420908019,0.101833686990799,0.0118162474093361,2,6,40.840417,68.279583,0
Prestw-644,11.9886983557513,31.9720714827821,-0.362545151696154,0.283618233212771,4.29393399824913,9.34013326227669,0.66666667,0.488,159.20748,2,1.68,2,3,3,10,19,0,0,-0.2378,0.05654884,39.3764,1,0,1,0,0,0.4493968,46,121,9,19.305027,1.930503,10.771265,4.901159,2.918271,4.321928,141.789228020489,71.47,0.6666667,0.4,0.4472136,1.3103707,1,2.8039658,1.65096362,0.2,1,2,0,1,2,0,0,2,0,8.1,3.408284,2.2857143,0.66666667,271.04,0.5,82,7.560478,4.698377,4.297816,2.8132727,2.177893,1.2540615,0.48230781,0.24056261,6.532805,4.1222447,3.3085744,2.321721,1.80496596,0.73959783,0.336960997,0.142514935,1.2342962,1.662988,1.6690908,0.62508498,0.86066115,0.6011512,0.8106172,0.11785113,0.34846171,0.051031036,0.20118446,0.13144586,0.16055713,0.080278566,2,0,0,2,2,561.95151,616.97317,769.516251,473.01315,317.97933,18.036671,14.336118,20.612161,12.829375,9.666061,0.321858077412875,-0.141388731237736,-0.0048111222161103,0.0445467184387357,-0.113388678733264,1,3,14.694863,22.165137,0
Prestw-645,11.9961329587399,18.9984086862278,-0.411721860779744,0.193147206336542,4.69421088884655,13.1432488872847,0.83333333,0.654,436.51454,2,3.33,2,4,4,35,64,0,0,0.8231,0.67749361,111.0158,5,0,1,0,3,0.21332973,190,2209,72,63.395963,2.045031,18.785317,16.199101,0,6.129283,412.777339168874,93.06,1,0.5,5.3569412,7.65290951,4.9598729,19.8499581,11.40506956,0.85863944,4,6,0,6,3,0,2,2,2,22.77551,7.008333,2.8402367,0.83333333,3694.07,0.6451613,620,22.560113,14.393467,15.427256,13.3190882,12.5946619,10.9558683,8.26123208,6.15223757,18.689477,11.4864734,11.3327956,9.4237216,8.40628952,6.70418056,4.938533602,3.568337067,9.9527741,19.8835645,34.2678268,6.53122442,11.98918353,18.63984,4.5090334,1.63769616,2.92545552,1.030969678,0.66257959,1.74026032,0.41075615,0.989473324,0,3,1,5,9,2765.83603,3581.86327,6057.362973,6920.3613,6394.3841,37.148858,38.238521,67.251511,80.607765,86.763887,0.841394655962713,-0.285519377085009,-0.197176971345158,0.102363071603725,0.0168799338128015,2,6,43.026831,69.613169,0
Prestw-649,11.9963198521124,15.9992919511329,-0.419827228536196,0.269777001090299,3.69744897179205,8.67299259348589,0.42857143,-1.207,214.17899,6,1.35,2,8,6,15,25,5,5,-0.907,0.822649,49.9535,1,1,1,1,0,0.51520481,68,404,17,29.155017,1.943668,22.128643,9.762104,12.366539,4.906891,174.974005212778,110.29,0.8,0.4444444,0,0,3.1932263,3.7691691,0.33333333,1.08148375,0,3,2,0,1,1,1,2,0,13.066667,6.554017,4.1652893,0.42857143,415.08,0.3333333,209,11.259149,7.147066,6.081957,4.3297712,3.4230911,2.122155,1.27985507,0.65302725,7.641265,4.2328597,2.6892684,1.6787278,1.03011948,0.49697583,0.23131871,0.115199475,1.7879362,2.6865646,2.9354557,0.44754579,0.52682749,0.3949275,0.9247579,0.20412415,0.23416655,0.028867513,0.15137472,0.23230781,0.04714045,0.038074284,3,0,0,3,0,614.93515,679.92179,851.961658,711.09136,634.26589,19.537797,18.100563,23.567149,21.67757,21.151829,0.503948052363547,-0.268084684775219,-0.0777644640914846,0.346413218582777,-0.340419608779477,2,4,17.10607,26.59593,0
Prestw-651,11.9,31.9720727406617,-0.274765895859796,0.286444527997984,5.17001862709099,11.5811374711864,0.54166667,3.791,490.61757,11,3,2,13,5,36,68,6,6,3.7818,14.30201124,129.803,3,1,3,1,2,0.27142639,174,4390,52,67.95133,1.998569,28.433913,12.583659,12.388741,6.169925,463.682701106673,133.06,0.9090909,0.4761905,4.2956429,3.77197411,11.488944,19.7126501,5.63895009,1.41550636,3,8,4,2,5,2,0,5,0,28.569444,12.991926,7.9979844,0.54166667,3778.1,0.7352941,1145,24.880104,16.101393,15.093374,11.8973064,9.6362743,6.5125954,4.25051313,2.78250559,20.221401,12.1791978,9.5851832,6.8502475,4.6399846,3.02537952,1.580137882,0.83476872,6.09028,9.4265167,11.1510582,2.49584012,3.0202051,3.091212,3.1164331,0.69804664,1.36632258,0.169552665,0.42471798,0.68831801,0.2144921,0.304850804,1,5,3,5,7,2436.48025,2790.45857,3827.247787,3670.23184,3151.21408,45.440019,47.221771,63.371384,66.486714,60.302649,0.725372846283666,-0.526942839279212,0.46312886806677,-0.511273984137762,0.282294503630691,3,9,50.479038,76.220962,0
